citation_num,citation_code,authors,title,publisher,publication_year,journal,issue,volume,pages,book_title,book_editor,doi
2241,"MAHONEY, 1993","MAHONEY, J J; STOREY, M; DUNCAN, R A; SPENCER, K; PRINGLE, M",GEOCHEMISTRY AND GEOCHRONOLOGY OF LEG 130 BASEMENT LAVAS: NATURE AND ORIGIN OF THE ONTONG JAVA PLATEAU,,1993,"PROC ODP, SCI RESULTS",,130,22-Mar,,,10.2973/odp.proc.sr.130.040.1993
2246,"MILLER, 2006","MILLER, D J; VANKO, D A; PAULICK, H","DATA REPORT: PETROLOGY AND GEOCHEMISTRY OF FRESH, RECENT DACITE LAVAS AT PUAL RIDGE, PAPUA NEW GUINEA, FROM AN ACTIVE, FELSIC-HOSTED SEAFLOOR HYDROTHERMAL SYSTEM",,2006,"PROC ODP, SCI RESULTS",,193,31-Jan,,,10.2973/odp.proc.sr.193.208.2006
2247,"MURTON, 1992","MURTON, B J; PEATE, D W; ARCULUS, R J; PEARCE, J A; VAN DER LAAN, S",TRACE-ELEMENT GEOCHEMISTRY OF VOLCANIC ROCKS FROM SITE 786: THE IZU-BONIN FOREARC,,1992,"PROC ODP, SCI RESULTS",,125,211-235,,,10.2973/odp.proc.sr.125.133.1992
2249,"PAULICK, 2005","PAULICK, H; HERZIG, P M; HOERNES, S","DATA REPORT: A COMPREHENSIVE GEOCHEMICAL, MINERALOGICAL, AND ISOTOPIC DATA SET OF VARIABLY ALTERED DACITIC VOLCANIC ROCKS FROM THE SUBSURFACE OF THE PACMANUS HYDROTHERMAL FIELD (ODP LEG 193)",,2005,"PROC ODP, SCI RESULTS",,193,18-Jan,,,10.2973/odp.proc.sr.193.209.2005
2250,"PEARCE, 1992","PEARCE, J A; THIRLWALL, M F; INGRAM, G; MURTON, B J; ARCULUS, R J; VAN DER LAAN, S","ISOTOPIC EVIDENCE FOR THE ORIGIN OF BONINITES AND RELATED ROCKS DRILLED IN THE IZU-BONIN (OGASAWARA) FOREARC, LEG 125",,1992,"PROC ODP, SCI RESULTS",,125,237-261,,,10.2973/odp.proc.sr.125.134.1992
2253,"PRINGLE, 1995","PRINGLE, M; DUNCAN, R A","RADIOMETRIC AGES OF BASALTIC LAVAS RECOVERED AT SITES 865, 866, AND 869",,1995,"PROC ODP, SCI RESULTS",,143,277-283,,,10.2973/odp.proc.sr.143.218.1995
2259,"SAUNDERS, 1991","SAUNDERS, A D; STOREY, M; GIBSON, I L; LEAT, P T; HERGT, J M; THOMPSON, R N","CHEMICAL AND ISOTOPIC CONSTRAINTS ON THE ORIGIN OF BASALT FROM NINETYEAST RIDGE, INDIAN OCEAN: RESULTS FROM DSDP LEGS 22 AND 26 AND ODP LEG 121",,1991,"PROC ODP, SCI RESULTS",,121,559-590,,,10.2973/odp.proc.sr.121.169.1991
2266,"SMITH, 1991","SMITH, T E; HUANG, C H; SAJONA, F G","GEOCHEMISTRY AND PETROGENESIS OF THE VOLCANIC ROCKS FROM HOLES 768 AND 769, SULU SEA",,1991,"PROC ODP, SCI RESULTS",,124,297-310,,,10.2973/odp.proc.sr.124.159.1991
2268,"TATSUMI, 1990","TATSUMI, Y; NOHDA, S",GEOCHEMICAL STRATIFICATION IN THE UPPER MANTLE: EVIDENCE FROM LEG 115 BASALTS IN THE INDIAN OCEAN,,1990,"PROC ODP, SCI RESULTS",,115,63-69,,"DUNCAN, R.A., BACKMAN, J. PETERSON, L.C. ET AL.",10.2973/odp.proc.sr.115.136.1990
2269,"TAYLOR, 1992","TAYLOR, R N; LAPIERRE, H; VIDAL, P; NESBITT, R W; CROUDACE, I W",IGNEOUS GEOCHEMISTRY AND PETROGENESIS OF THE IZU-BONIN FOREARC BASIN,,1992,"PROC ODP, SCI RESULTS",,126,405-430,,"TAYLOR, B., FUJKIOKA, K., ET AL.",10.2973/odp.proc.sr.126.146.1992
2273,"VAN DER LAAN, 1992","VAN DER LAAN, S; ARCULUS, R J; PEARCE, J A; MURTON, B J","PETROGRAPHY, MINERAL CHEMISTRY, AND PHASE REALTIONS OF THE BASEMENT BONINITE SERIES OF 786, IZU-BONIN FOREARC",,1992,"PROC ODP, SCI RESULTS",,125,171-201,,,10.2973/odp.proc.sr.125.139.1992
2274,"VANKO, 1996","VANKO, D A; LAVERNE, C; TARTAROTTI, P; ALT, J C",CHEMISTRY AND ORIGIN OF SECONDARY MINERALS FROM THE DEEP SHEETED DIKES CORED DURING LEG 148 (HOLE 504B),,1996,"PROC ODP, SCI RESULTS",,148,71-86,,,10.2973/odp.proc.sr.148.126.1996
2276,"WHITE, 1990","WHITE, W M; CHEATHAM, M M; DUNCAN, R A",ISOTOPE GEOCHEMISTRY OF LEG 115 BASALTS AND INFERENCES ON THE HISTORY OF THE REUNION MANTLE PLUME,,1990,"PROC ODP, SCI RESULTS",,115,53-61,,"DUNCAN, R.A., BACKMAN, J., PETERSON, L.C., ET AL.",10.2973/odp.proc.sr.115.131.1990
2279,"COTTRELL, 2013","COTTRELL, E; KELLEY, K A",REDOX HETEROGENEITY IN MID-OCEAN RIDGE BASALTS AS A FUNCTION OF MANTLE SOURCE,,2013,SCIENCE,,340,1314-1317,,,10.1126/science.1233299
2281,"LANGE, 2013","LANGE, A; NIELSEN, R L; TEPLEY III, F J; KENT, A J R",THE PETROGENESIS OF PLAGIOCLASE-PHYRIC BASALTS AT MID-OCEAN RIDGES,,2013,GEOCHEM GEOPHYS GEOSYST,8,14,3282-3296,,,10.1002/ggge.20207
2282,"CLAGUE, 2013","CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W","GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",,2013,GEOCHEM GEOPHYS GEOSYST,10,14,4403-4443,,,10.1002/ggge.20240
2284,"HAYS, 2004","HAYS, M R","INTRA-TRANSFORM VOLCANISM ALONG THE SIQUEIROS FRACTURE ZONE 8DEG 20MIN N TO 8DEG 30MIN N, EAST PACIFIC RISE",,2004,"THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF FLORIDA; MONOGRAPHIC",,,NULL,,,NULL
2291,"YANG YANG, 2013","YANG YANG, A; ZHAO, T-P; ZHOU, M-F; DENG, X-G; WANG, G-Q",Os ISOTOPIC COMPOSITIONS OF MORBS FROM THE ULTRA-SLOW SPREADING SOUTHWEST INDIAN RIDGE,,2013,LITHOS,,179,28-35,,,10.1016/j.lithos.2013.07.020
2292,"DREYER, 2013","DREYER, B; CLAGUE, D A; GILL, J B","PETROLOGICAL VARIABILITY OF RECENT MAGMATISM AT AXIAL SEAMOUNT, JUAN DE FUCA RIDGE",,2013,GEOCHEM GEOPHYS GEOSYST,10,14,4306-4333,,,10.1002/ggge.20239
2307,"CARTIGNY, 2009","CARTIGNY, P; FARQUHAR, J; THOMASSOT, E; HARRIS, J W; WING, B A; MASTERSON, A; MCKEEGAN, K D; STACHEL, T","A MANTLE ORIGIN FORPALEOARCHEAN PERIDOTITIC DIAMONDS FROM THE PANDA KIMBERLITE, SLAVE CRATON:EVIDENCE FROM 13C-, 15N- AND 33,34S-STABLE ISOTOPE SYSTEMATICS",NULL,2009,LITHOS,SUPPLEMENT 2,112,852-864,NULL,NULL,10.1016/j.lithos.2009.06.007
2330,"CLOG, 2013","CLOG, M; AUBAD, C; CARTIGNY, P; DOSSO, L",THE HYDROGEN ISOTOPIC COMPOSITION AND WATER CONTENT OF SOUTHERN PACIFIC MORB: A REASSESSMENT OF THE D/H RATIO OF THE DEPLETED MANTLE RESERVOIR,,2013,EARTH PLANET SCI LETT,,381,156-165,,,10.1016/j.epsl.2013.08.043
2331,"WATERS, 2013","WATERS, C; SIMS, K W W; SOULE, S A; BLICHERT-TOFT, J; DUNBAR, N; PLANK, T; PRYTULAK, J; SOHN, R A; TIVEY, M A",RECENT VOLCANIC ACCRETION AT 9N-10N EAST PACIFIC RISE AS RESOLVED BY COMBINED GEOCHEMICAL AND GEOLOGICAL OBSERVATIONS,,2013,GEOCHEM GEOPHYS GEOSYST,8,14,2547-2474,,,10.1002/ggge.20134
2348,"DZIONY, 2014","DZIONY, W; HORN, I; LATTARD, D; KOEPKE, J; STEINHOEFEL, G; SCHUESSLER, J; HOLTZ, F",IN-SITU Fe ISOTOPE RATIO DETERMINATION IN Fe-Ti OXIDES AND SULFIDES FROM DRILLED GABBROS AND BASALT FROM THE IODP HOLE 1256D IN THE EASTERN EQUATORIAL PACIFIC,,2014,CHEMICAL GEOLOGY,,363,101-113,,,10.1016/j.chemgeo.2013.10.035
2370,"APPLEYARD, 2004","APPLEYARD, C M; VILJOEN, K S; DOBBE, R","A STUDY OF ECLOGITIC DIAMONDS AND THEIR INCLUSIONS FROM THE FINSCH KIMBERLITE PIPE, SOUTH AFRICA",NULL,2004,LITHOS,4-Jan,77,317-332,NULL,NULL,10.1016/j.lithos.2004.04.023
2397,"SOBOLEV, 2004","SOBOLEV, N V; LOGVINOVA, A M; ZEDGENIZOV, D A; SERYOTKIN, Y V; YEFIMOVA, E S; FLOSS, C; TAYLOR, L A",MINERAL INCLUSIONS IN MICRODIAMONDS AND MACRODIAMONDS FROM KIMBERLITES OF YAKUTIA: A COMPARATIVE STUDY,NULL,2004,LITHOS,NULL,77,225-242,NULL,NULL,10.1016/j.lithos.2004.04.001
2400,"CARTIGNY, 1997","CARTIGNY, P; HARRIS, J W",SYNGENETIC INCLUSIONS IN DIAMOND FROM THE BIRIM FIELD (GHANA) - A DEEP PERIDOTITIC PROFILE WITH A HISTORY OF DEPLETION AND RE-ENRICHMENT,NULL,1997,CONTRIB MINERAL PETROL,NULL,127,336-352,NULL,NULL,10.1007/s004100050284
2407,"ELKINS, 2014","ELKINS, L J; SIMS, K W W; PRYTULAK, J; BLICHERT-TOFT, J; ELLIOTT, T; BLUSZTAJN, J; FRETZDORFF, S; REAGAN, M K; HAASE, K M; HUMPHRIS, S E; SCHILLING, J-G","MELT GENERATION BENEATH ARCTIC RIDGES: IMPLICATIONS FROM U SERIES DISEQUILIBRIA IN THE MOHNS, KNIPOVICH, AND GAKKEL RIDGES",,2014,GEOCHIM COSMOCHIM ACTA,,127,140-170,,,10.1016/j.gca.2013.11.031
2412,"VALBRACHT, 1996","VALBRACHT, P J; STAUDIGEL, H; HONDA, M; MCDOUGALL, I; DAVIES, G R",ISOTOPIC TRACING OF VOLCANIC SOURCE REGIONS FROM HAWAII: DECOUPLING OF GASEOUS FROM LITHOPHILE MAGMA COMPONENTS,,1996,EARTH PLANET SCI LETT,,144,185-198,,,10.1016/0012-821X(96)00126-4
2413,"POKHILENKO, 2004","POKHILENKO, N P; SOBOLEV, N V; REUTSKY, V N; HALL, A E; TAYLOR, L A",CRYSTALLINE INCLUSIONS AND C ISOTOPE RATIOS IN DIAMONDS FROM THE SNAP LAKE/KING LAKE KIMBERLITE DYKE SYSTEM: EVIDENCE OF ULTRADEEP AND ENRICHED LITHOSPHERIC MANTLE,NULL,2004,LITHOS,4-Jan,77,57-67,NULL,NULL,10.1016/j.lithos.2004.04.019
2425,"KENDRICK, 2014","KENDRICK, M A; JACKSON, M G; KENT, A J R; HAURI, E H; WALLACE, P; WOODHEAD, J D","CONTRASTING BEHAVIORS OF CO2, S, H2O AND HALOGENS (F, CL, BR, AND I) IN ENRICHED-MANTLE MELTS FROM PITCAIRN AND SOCIETY SEAMOUNTS",,2014,CHEMICAL GEOLOGY,,370,69-81,,,10.1016/j.chemgeo.2014.01.019 
2434,"HANYU, 2014","HANYU, T",DEEP PLUME ORIGIN OF THE LOUISVILLE HOTSPOT: NOBLE GAS EVIDENCE,,2014,GEOCHEM GEOPHYS GEOSYST,3,15,565-576,,,10.1002/2013GC005085
2452,"LABIDI, 2014","LABIDI, J; CARTIGNY, P; HAMELIN, C; MOREIRA, M; DOSSO, L","SULFUR ISOTOPE BUDGET(32S, 33S, 34S, 36S) IN PACIFIC-ANTARCTIC RIDGE BASALTS: A RECORD OF MANTLE SOURCE HETEROGENEITY AND HYDROTHERMAL SULFIDE ASSIMILATION",,2014,GEOCHIM COSMOCHIM ACTA,,133,47-67,,,10.1016/j.gca.2014.02.023
2456,"WANLESS, 2014","WANLESS, V D; BEHN, M; SHAW, A M; PLANK, T",VARIATIONS IN MELTING DYNAMICS AND MANTLE COMPOSITIONS ALONG THE EASTERN VOLCANIC ZONE OF THE GAKKEL RIDGE: INSIGHTS FROM OLIVINE-HOSTED MELT INCLUSIONS,,2014,CONTRIB MINERAL PETROL,1005,167,22-Jan,,,10.1007/s00410-014-1005-7
2463,"FALLOON, 2014","FALLOON, T J; MEFFRE, S; CRAWFORD, A J; HOERNLE, K; HAUFF, F; BLOOMER, S H; WRIGHT, D J",CRETACEOUS FORE-ARC BASALTS FROM THE TONGA ARC: GEOCHEMISTRY AND IMPLICATIONS FOR THE TECTONIC HISTORY OF THE SW PACIFIC,,2014,TECTONOPHYSICS,,630,NULL,,,10.1016/j.tecto.2014.05.007
2466,"JAQUES, 1989","JAQUES, A L; HALL, A E; SHERATON, J W; SMITH, C B; SUN, S S; DREW, R M; FOUDOULIS, C; ELLINGSEN, K",COMPOSITION OF CRYSTALLINE INCLUSIONS AND C-ISOTOPIC COMPOSITION OF ARGYLE AND ELLENDALE DIAMONDS,NULL,1989,GEOL SOC AUSTRALIA SPEC PUB,NULL,14,966-989,KIMBERLITES AND RELATED ROCKS,"ROSS, J.",NULL
2480,"KURZ, 2005","KURZ, M D; MOREIRA, M; CURTICE, J; LOTT III, D; MAHONEY, J J; SINTON, J M","CORRELATED HELIUM, NEON, AND MELT PRODUCTION ON THE SUPER-FAST SPREADING EAST PACIFIC RISE NEAR 17S",,2005,EARTH PLANET SCI LETT,,232,125-142,,,10.1016/j.epsl.2005.01.005
2481,"HEYDOLPH, 2014","HEYDOLPH, K; MURPHY, D T; GELDMACHER, J; ROMANOVA, I; GREENE, A R; HOERNLE, K; WEIS, D; MAHONEY, J J","PLUME VERSUS PLATE ORIGIN FOR THE SHATSKY RISE OCEANIC PLATEAU (NW PACIFIC): INSIGHTS FROM Nd, Pb AND Hf ISOTOPES",,2014,LITHOS,,200-201,49-63,,,10.1016/j.lithos.2014.03.031
2486,"BEZOS, 2009","BEZOS, A; ESCRIG, S; LANGMUIR, C H; MICHAEL, P J; ASIMOW, P D",ORIGINS OF CHEMICAL DIVERSITY OF BACK-ARC BASIN BASALTS: A SEGMENT-SCALE STUDY OF THE EASTERN LAU SPREADING CENTER,,2009,J GEOPHYS RES,,114,25-Jan,,,10.1029/2008jb005924
2494,"VANDERKLUYSEN, 2014","VANDERKLUYSEN, L; MAHONEY, J J; KOPPERS, A; BEIER, C; REGELOUS, M; GEE, J; LONSDALE, P F",LOUISVILLE SEAMOUNT CHAIN: PETROGENETIC PROCESSES AND GEOCHEMICAL EVOLUTION OF THE MANTLE SOURCE,,2014,GEOCHEM GEOPHYS GEOSYST,,15,21-Jan,,,10.1002/2014GC005288
2502,"MALLICK, 2014","MALLICK, S; DICK, H J B; SACHI-KOCHER, A; SALTERS, V J M",ISOTOPE AND TRACE ELEMENT INSIGHTS INTO HETEROGENEITY OF SUBRIDGE MANTLE,,2014,GEOCHEM GEOPHYS GEOSYST,,15,16-Jan,,,10.1002/2014GC005314 
2504,"YANG YANG, 2014","YANG YANG, A; ZHOU, M-F; ZHAO, T-P; DENG, X-G; QI, L; XU, J-F",CHALCOPHILE ELEMENTAL COMPOSITIONS OF MORBS FROM THE ULTRA-SLOW-SPREADING SOUTHWEST INDIAN RIDGE AND CONTROLS OF LITHOSPHERIC STRUCTURE ON S-SATURATED DIFFERENTIATION,,2014,CHEMICAL GEOLOGY,,382,13-Jan,,,10.1016/j.chemgeo.2014.05.019
2506,"MOUGEL, 2014","MOUGEL, B; AGRANIER, A; HEMOND, C; GENTE, P",A HIGHLY UNRADIOGENIC LEAD ISOTOPIC SIGNATURE REVEALED BY VOLCANIC ROCKS FROM THE EAST PACIFIC RISE,,2014,NATURE COMMUNICATIONS,4474,5,7-Jan,,,10.1038/ncomms5474
2507,"LASSITER, 2014","LASSITER, J C; BYERLY, B; SNOW, J E; HELLEBRAND, E",CONSTRAINTS FROM Os-ISOTOPE VARIATIONS ON THE ORIGIN OF LENA TROUGH ABYSSAL PERIDOTITES AND IMPLICATIONS FOR THE COMPOSITION AND EVOLUTION OF THE DEPLETED UPPER MANTLE,,2014,EARTH PLANET SCI LETT,,403,178-187,,,10.1016/j.epsl.2014.05.033
2509,"MOORE, 2014","MOORE, A; COOGAN, L A; COSTA, F; PERFIT, M R","PRIMITIVE MELT REPLENISHMENT AND CRYSTAL-MUSH DISAGGREGATION IN THE WEEKS PRECEDING THE 2005-2006 ERUPTION AT 9 50 N, EPR",,2014,EARTH PLANET SCI LETT,,403,15-26,,,10.1016/j.epsl.2014.06.015 
2512,"ZHANG, 2014","ZHANG, G-L; SMITH-DUQUE, C",SEAFLOOR BASALT ALTERATION AND CHEMICAL CHANGE IN THE ULTRA THINLY SEDIMENTED SOUTH PACIFIC,,2014,GEOCHEM GEOPHYS GEOSYST,,15,15-Jan,,,10.1002/2013GC005141
2513,"CHADWICK, 2014","CHADWICK, W; KELLER, R A; KAMENOV, G D; YOGODZINSKI, G; LUPTON, J E",THE COBB HOT SPOT: HIMU-DMM MIXING AND MELTING CONTROLLED BY A PROGRESSIVELY THINNING LITHOSPHERIC LID,,2014,GEOCHEM GEOPHYS GEOSYST,,15,16-Jan,,,10.1002/2014GC005334 
2518,"YOGODZINSKI, 2010","YOGODZINSKI, G; VERVOORT, J; BROWN, S T; GERSENY, M",SUBDUCTION CONTROLS OF Hf AND Nd ISOTOPES IN LAVAS OF THE ALEUTIAN ISLAND ARC,,2010,EARTH PLANET SCI LETT,,300,226-238,,,10.1016/j.epsl.2010.09.035
2532,"FREY, 2005","FREY, F A; HUANG, S; BLICHERT-TOFT, J; REGELOUS, M; BOYET, M",ORIGIN OF DEPLETED COMPONENTS IN BASALT RELATED TO THE HAWAIIAN HOT SPOT: EVIDENCE FROM ISOTOPIC AND INCOMPATIBLE ELEMENT RATIOS,,2005,GEOCHEM GEOPHYS GEOSYST,1,6,NULL,,,10.1029/2004GC000757
2533,"HUANG, 2005","HUANG, S; REGELOUS, M; THORAVAL, C; FREY, F A",PETROGENESIS OF LAVAS FROM DETROIT SEAMOUNT: GEOCHEMICAL DIFFERENCES BETWEEN EMPEROR CHAIN AND HAWAIIAN VOLCANOES,,2005,GEOCHEM GEOPHYS GEOSYST,1,6,NULL,,,10.1029/2004GC000756
2544,"REGELOUS, 2003","REGELOUS, M; HOFMANN, A W; ABOUCHAMI, W; GALER, S J G","GEOCHEMISTRY OF LAVAS FROM THE EMPEROR SEAMOUNTS, AND THE GEOCHEMICAL EVOLUTION OF HAWAIIAN MAGMATISM FROM 85 TO 42 MA",Oxford University Press (OUP),2003,J PETROL,1,44,140,,,10.1093/petrology/44.1.113
2555,"YOGODZINSKI, 1995","YOGODZINSKI, G; KAY, R; VOLYNETS, O; KOLOSKOV, A; KAY, S M","MAGNESIAN ANDESITE IN THE WESTERN ALEUTIAN KOMANDORSKY REGION, IMPLICATIONS FOR SLAB MELTING AND PROCESS IN THE MANTLE WEDGE",,1995,GEOL SOC AMER BULL,,107,519,,,10.1130/0016-7606(1995)107<0505:MAITWA>2.3.CO;2
2661,"FURI, 2011","FURI, E; HILTON, D R; MURTON, B J; HEMOND, C; DYMENT, J; DAY, J M D",HELIUM ISOTOPE VARIATIONS BETWEEN RÉUNION ISLAND AND THE CENTRAL INDIAN RIDGE (17°–21°S): NEW EVIDENCE FOR RIDGE–HOT SPOT INTERACTION,Wiley-Blackwell,2011,J GEOPHYS RES,B2,116,NULL,,,10.1029/2010jb007609
2688,"JACKSON, 2014","JACKSON, M G; HART, S R; KONTER, J G; KURZ, M D; BLUSZTAJN, J; FARLEY, K A",HELIUM AND LEAD ISOTOPES REVEAL THE GEOCHEMICAL GEOMETRY OF THE SAMOAN PLUME,Nature Publishing Group,2014,NATURE,7522,514,358,,,10.1038/nature13794
2708,"MALLICK, 2015","MALLICK, S; STANDISH, J-J; BIZIMIS, M",CONSTRAINTS ON THE MANTLE MINERALOGY OF AN ULTRA-SLOW RIDGE: HAFNIUM ISOTOPES IN ABYSSAL PERIDOTITES AND BASALTS FROM THE 9–25°E SOUTHWEST INDIAN RIDGE,Elsevier BV,2015,EARTH PLANET SCI LETT,,410,53,,,10.1016/j.epsl.2014.10.048
2711,"NIELSEN, 2014","NIELSEN, S; SHIMIZU, N; LEE, C-T; BEHN, M",CHALCOPHILE BEHAVIOR OF THALLIUM DURING MORB MELTING AND IMPLICATIONS FOR THE SULFUR CONTENT OF THE MANTLE,Wiley-Blackwell,2014,GEOCHEM GEOPHYS GEOSYST,12,15,4919,,,10.1002/2014gc005536
2719,"LE VOYER, 2014","LE VOYER, M; COTTRELL, E; KELLEY, K A; BROUNCE, M; HAURI, E H",THE EFFECT OF PRIMARY VERSUS SECONDARY PROCESSES ON THE VOLATILE CONTENT OF MORB GLASSES: AN EXAMPLE FROM THE EQUATORIAL MID-ATLANTIC RIDGE (5°N-3°S),Wiley-Blackwell,2014,J GEOPHYS RES,1,120,144,,,10.1002/2014JB011160
2736,"TEJADA, 2015","TEJADA, M L G; HANYU, T; ISHIKAWA, A; SENDA, R; SUZUKI, K; FITTON, J G; WILLIAMS, R","RE-OS ISOTOPE AND PLATINUM GROUP ELEMENTS OF A FOCAL ZONE MANTLE SOURCE, LOUISVILLE SEAMOUNTS CHAIN, PACIFIC OCEAN",Wiley-Blackwell,2015,GEOCHEM GEOPHYS GEOSYST,,,NULL,,,10.1002/2014gc005629
2739,"CHAUSSIDON, 1995","CHAUSSIDON, M; MARTY, B",PRIMITIVE BORON ISOTOPE COMPOSITION OF THE MANTLE,American Association for the Advancement of Science (AAAS),1995,SCIENCE,5222,269,386,,,10.1126/science.269.5222.383
2756,"LABIDI, 2015","LABIDI, J; CARTIGNY, P; JACKSON, M G",MULTIPLE SULFUR ISOTOPE COMPOSITION OF OXIDIZED SAMOAN MELTS AND THE IMPLICATIONS OF A SULFUR ISOTOPE ‘MANTLE ARRAY’ IN CHEMICAL GEODYNAMICS,Elsevier BV,2015,EARTH PLANET SCI LETT,,417,39,,,10.1016/j.epsl.2015.02.004
2758,"KOKFELT, 2005","KOKFELT, T F; LUNDSTROM, C C; HOERNLE, K; HAUFF, F; WERNER, R",PLUME–RIDGE INTERACTION STUDIED AT THE GALÁPAGOS SPREADING CENTER: EVIDENCE FROM 226RA–230TH–238U AND 231PA–235U ISOTOPIC DISEQUILIBRIA,Elsevier BV,2005,EARTH PLANET SCI LETT,2-Jan,234,187,,,10.1016/j.epsl.2005.02.031
2771,"MOUGEL, 2015","MOUGEL, B; MOREIRA, M; AGRANIER, A",A “HIGH 4 HE/ 3 HE” MANTLE MATERIAL DETECTED UNDER THE EAST PACIFIC RISE (15°4'N),Wiley-Blackwell,2015,GEOPHYS RES LETT,,,NULL,,,10.1002/2014gl062921
2777,"BEIER, 2015","BEIER, C; BACH, W; TURNER, S; NIEDERMEIER, D; WOODHEAD, J D; ERZINGER, J; KRUMM, S","ORIGIN OF SILICIC MAGMAS AT SPREADING CENTRES--AN EXAMPLE FROM THE SOUTH EAST RIFT, MANUS BASIN",Oxford University Press (OUP),2015,J PETROL,,56,272,,,10.1093/petrology/egu077
2779,"KOLESZAR, 2009","KOLESZAR, A M; SAAL, A E; HAURI, E H; NAGLE, A; LIANG, Y; KURZ, M D",THE VOLATILE CONTENTS OF THE GALAPAGOS PLUME; EVIDENCE FOR H2O AND F OPEN SYSTEM BEHAVIOR IN MELT INCLUSIONS,Elsevier BV,2009,EARTH PLANET SCI LETT,4-Mar,287,452,,,10.1016/j.epsl.2009.08.029
2783,"PARAI, 2015","PARAI, R; MUKHOPADHYAY, S",THE EVOLUTION OF MORB AND PLUME MANTLE VOLATILE BUDGETS: CONSTRAINTS FROM FISSION XE ISOTOPES IN SOUTHWEST INDIAN RIDGE BASALTS,Wiley-Blackwell,2015,GEOCHEM GEOPHYS GEOSYST,,,NULL,,,10.1002/2014gc005566
2787,"RAQUIN, 2009","RAQUIN, A; MOREIRA, M",ATMOSPHERIC 38AR/36AR IN THE MANTLE: IMPLICATIONS FOR THE NATURE OF THE TERRESTRIAL PARENT BODIES,Elsevier BV,2009,EARTH PLANET SCI LETT,4-Mar,287,558,,,10.1016/j.epsl.2009.09.003
2792,"YOGODZINSKI, 2015","YOGODZINSKI, G; BROWN, S T; KELEMEN, P; VERVOORT, J; PORTNYAGIN, M; SIMS, K W W; HOERNLE, K; JICHA, B; WERNER, R",THE ROLE OF SUBDUCTED BASALT IN THE SOURCE OF ISLAND ARC MAGMAS: EVIDENCE FROM SEAFLOOR LAVAS OF THE WESTERN ALEUTIANS,Oxford University Press (OUP),2015,J PETROL,,56,441-492,,,10.1093/petrology/egv006
2794,"KURZ, 2009","KURZ, M D; CURTICE, J; FORNARI, D J; GEIST, D J; MOREIRA, M",PRIMITIVE NEON FROM THE CENTER OF THE GALÁPAGOS HOTSPOT,Elsevier BV,2009,EARTH PLANET SCI LETT,2-Jan,286,34,,,10.1016/j.epsl.2009.06.008
2799,"GEIST, 2008","GEIST, D J; DIEFENBACH, B; FORNARI, D J; KURZ, M D; HARPP, K S; BLUSZTAJN, J",CONSTRUCTION OF THE GALÁPAGOS PLATFORM BY LARGE SUBMARINE VOLCANIC TERRACES,Wiley-Blackwell,2008,GEOCHEM GEOPHYS GEOSYST,3,9,NULL,,,10.1029/2007gc001795
2803,"GEIST, 2005","GEIST, D J; NAUMANN, T; STANDISH, J-J; KURZ, M D; HARPP, K S; WHITE, W M; FORNARI, D J","WOLF VOLCANO, GALAPAGOS ARCHIPELAGO: MELTING AND MAGMATIC EVOLUTION AT THE MARGINS OF A MANTLE PLUME",Oxford University Press (OUP),2005,J PETROL,11,46,2224,,,10.1093/petrology/egi052
2807,"DYGERT, 2015","DYGERT, N; LIANG, Y",TEMPERATURES AND COOLING RATES RECORDED IN REE IN COEXISTING PYROXENES IN OPHIOLITIC AND ABYSSAL PERIDOTITES,Elsevier BV,2015,EARTH PLANET SCI LETT,,420,161,,,10.1016/j.epsl.2015.02.042
2808,"VAN DER ZWAN, 2015","VAN DER ZWAN, F M; DEVEY, C W; AUGUSTIN, N; ALMEEV, R; BANTAN, R; BASAHAM, A",HYDROTHERMAL ACTIVITY AT THE ULTRASLOW- TO SLOW-SPREADING RED SEA RIFT TRACED BY CHLORINE IN BASALT,Elsevier BV,2015,CHEMICAL GEOLOGY,,405,81,,,10.1016/j.chemgeo.2015.04.001
2838,"HANYU, 2015","HANYU, T; SHIMIZU, K; SANO, T",NOBLE GAS EVIDENCE FOR THE PRESENCE OF RECYCLED MATERIAL IN MAGMA SOURCES OF THE SHATSKY RISE,Geological Society of America,2015,GEOL SOC AMER SPEC PAPERS,,511,67,,,10.1130/2015.2511(03)
2851,"RICHARDSON, 1982","RICHARDSON, S H; ERLANK, A J; DUNCAN, A R; REID, D L","CORRELATED ND, SR AND PB ISOTOPE VARIATION IN WALVIS RIDGE BASALTS AND IMPLICATIONS FOR THE EVOLUTION OF THEIR MANTLE SOURCE",Elsevier BV,1982,EARTH PLANET SCI LETT,2,59,342,,,10.1016/0012-821x(82)90135-2
2852,"HUMPHRIS, 1982","HUMPHRIS, S E; THOMPSON, G","A GEOCHEMICAL STUDY OF ROCKS FROM THE WALVIS RIDGE, SOUTH ATLANTIC",Elsevier BV,1982,CHEMICAL GEOLOGY,4-Mar,36,274,,,10.1016/0009-2541(82)90051-1
